MigVolatge,MigCurrent,TigVolatge,TigCurrent,Encoder
0.120883,1.51617,2.057554,-0.021554,0
0.082641,1.674067,2.248865,-0.116376,0
0.146377,1.737226,2.28075,-0.084769,0
0.101762,3.916212,2.185094,-0.084769,0
0.117696,1.547749,2.248865,-0.147983,0
0.089014,1.579329,2.248865,-0.242806,0
0.089014,1.674067,2.153209,-0.147983,0
0.082641,1.579329,2.248865,-0.242806,0
0.044399,1.579329,2.248865,-0.242806,0
0.028465,1.610908,2.089439,-0.274413,0
0.050773,1.610908,1.993783,-0.242806,0
0.041212,1.737226,2.248865,1.02149,0
0.104948,2.11618,2.472061,-2.234072,0
0.117696,1.768806,3.364847,-0.021554,0
0.117696,1.768806,2.248865,0.104876,0
0.114509,1.642488,2.21698,-0.116376,0
0.089014,6.158356,2.153209,-0.274413,0
0.053959,1.642488,2.28075,-0.43245,0
0.101762,2.716191,2.34452,-0.242806,0
0.095388,1.547749,2.21698,-0.30602,0
0.111322,1.547749,2.28075,-0.211198,0
0.098575,1.547749,2.34452,1.906498,0
0.14319,1.705647,2.248865,-0.053161,0
0.140003,1.705647,2.34452,-0.242806,0
0.232421,2.274078,2.248865,-1.222635,0
0.130443,5.684664,2.822798,0.041661,0
0.079454,1.579329,2.21698,-0.211198,0
0.057146,1.610908,2.121324,-0.211198,0
0.092201,1.674067,2.28075,-0.211198,0
0.044399,1.610908,2.472061,-0.211198,0
0.038025,1.579329,2.089439,-0.179591,0
0.057146,1.831965,2.248865,-0.053161,0
-0.08626,4.768858,5.851892,2.00132,0
0.095388,1.895124,2.34452,-0.021554,0
0.111322,1.768806,2.408291,0.136483,0
0.114509,1.737226,2.248865,-0.053161,0
0.098575,1.358272,2.153209,-0.147983,0
0.130443,1.705647,2.34452,-0.211198,0
0.114509,1.610908,2.185094,-0.211198,0
0.104948,1.610908,2.185094,-0.242806,0
0.108135,1.579329,2.312635,-0.179591,0
0.14319,1.48459,2.153209,-0.242806,0
0.178245,1.831965,2.408291,3.518475,0
0.092201,1.579329,1.993783,-0.116376,0
0.130443,6.126777,2.312635,-0.211198,0
0.101762,1.453011,2.472061,3.202401,0
0.066707,1.547749,2.185094,2.032927,0
0.101762,1.642488,2.153209,0.199698,0
0.085828,1.610908,2.089439,-0.179591,0
0.079454,4.105689,1.930013,-0.242806,0
0.069894,2.305657,2.089439,-0.179591,0
0.066707,1.958283,2.472061,0.041661,0
0.417256,1.926703,3.492388,0.326128,0
0.120883,1.895124,2.408291,-0.021554,0
0.13363,1.863544,2.312635,-0.021554,0
0.111322,1.737226,2.21698,-0.084769,0
0.117696,1.610908,2.21698,-0.116376,0
0.124069,1.610908,2.153209,-0.242806,0
0.095388,1.642488,2.34452,-0.116376,0
0.098575,3.631996,2.185094,-0.242806,0
0.117696,1.358272,2.248865,-0.147983,0
0.079454,1.610908,2.408291,-0.242806,0
0.114509,1.705647,2.21698,-0.084769,0
0.13363,1.610908,2.248865,-0.147983,0
0.095388,1.610908,2.185094,-0.147983,0
0.079454,1.547749,4.289518,-0.242806,0
0.104948,1.642488,2.185094,-0.147983,0
0.187806,2.305657,2.057554,-1.254242,0
0.057146,1.610908,2.121324,-0.179591,0
0.13363,1.863544,4.353288,0.010054,0
0.057146,1.705647,1.961898,2.665075,0
0.047586,1.010898,2.503946,0.262913,0
0.076267,1.958283,2.472061,0.010054,0
0.092201,1.831965,2.376406,0.041661,0
0.101762,1.800385,2.408291,-0.021554,0
0.095388,1.674067,2.248865,-0.084769,0
0.120883,1.642488,2.185094,-0.116376,0
0.098575,1.48459,2.121324,-0.147983,0
0.092201,1.610908,2.248865,-0.147983,0
0.127256,1.674067,2.34452,-0.274413,0
0.108135,1.547749,2.248865,-0.179591,0
0.092201,1.610908,2.34452,-0.116376,0
0.36308,1.610908,2.440176,0.104876,0
0.149564,1.642488,2.248865,-0.179591,0
0.108135,1.610908,3.651814,-0.147983,0
0.092201,1.137216,2.28075,-0.147983,0
0.098575,1.610908,2.248865,-0.211198,0
0.104948,1.642488,2.312635,-0.084769,0
0.082641,1.642488,2.153209,-0.147983,0
0.047586,1.642488,2.057554,-0.179591,0
0.053959,1.642488,2.025668,-0.464057,0
0.047586,1.863544,2.34452,0.010054,0
0.089014,1.737226,2.472061,0.041661,0
0.089014,1.800385,2.535832,-0.242806,0
0.14319,1.800385,2.248865,-0.021554,0
0.111322,1.705647,2.21698,-0.084769,0
0.136817,1.895124,1.834357,3.392045,0
0.066707,1.453011,2.185094,-0.211198,0
0.114509,1.737226,2.408291,-0.053161,0
0.114509,1.547749,2.34452,-0.242806,0
0.117696,1.579329,2.121324,-0.242806,0
0.079454,1.642488,2.472061,-0.053161,0
0.140003,1.610908,2.21698,-0.084769,0
0.098575,1.51617,2.121324,4.119016,0
0.120883,1.547749,2.21698,-0.147983,0
0.095388,1.547749,2.21698,-0.211198,0
0.117696,1.737226,2.153209,-0.179591,0
0.092201,1.610908,2.153209,-0.147983,0
0.082641,1.610908,1.802472,-0.274413,0
0.082641,1.642488,2.089439,-0.116376,0
0.089014,1.579329,2.025668,-0.242806,0
0.022091,2.368816,2.312635,-0.021554,0
0.082641,1.958283,2.472061,0.010054,0
0.117696,1.831965,2.21698,-0.021554,0
0.069894,7.547854,1.961898,-0.622094,0
0.098575,1.642488,2.185094,-0.116376,0
0.066707,1.547749,2.153209,-0.211198,0
