MigVolatge,MigCurrent,TigVolatge,TigCurrent,Encoder,,
0.264289,4.01095,3.332962,0.737024,0,,
0.085828,0.410887,2.025668,-0.337628,0,,
0.120883,0.505626,2.025668,-0.211198,0,,
0.092201,0.284569,2.312635,-0.274413,0,,
0.108135,0.25299,2.472061,-0.147983,0,,
0.5033,5.653084,1.802472,-1.254242,0,,
0.13363,0.600364,2.185094,-0.179591,0,,
0.092201,0.663523,2.185094,0.231305,0,,
0.082641,0.600364,2.185094,-0.147983,0,,
0.076267,0.505626,2.089439,-0.242806,0,,
0.171871,5.747823,2.121324,0.073268,0,,
0.076267,0.537205,2.057554,-0.179591,0,,
0.14319,0.947739,1.54739,1.242742,0,,
0.13363,0.695103,2.21698,-0.211198,0,,
0.06352,0.88458,2.440176,0.041661,0,,
0.07308,0.789841,2.312635,0.041661,0,,
0.092201,0.726682,2.408291,0.073268,0,,
0.114509,0.789841,2.34452,0.041661,0,,
0.630772,1.137216,2.727143,0.199698,0,,
0.124069,0.537205,2.025668,-0.053161,0,,
0.117696,1.326693,2.025668,-0.274413,0,,
0.006157,0.000354,5.660581,-0.30602,0,,
0.117696,0.600364,2.34452,-0.179591,0,,
0.108135,0.537205,1.834357,-0.274413,0,,
0.092201,1.421431,2.21698,-0.179591,0,,
0.165498,0.631944,4.034436,-0.30602,0,,
0.104948,0.537205,4.480829,-0.30602,0,,
-0.140436,0.758262,1.196653,4.624734,0,,
0.101762,0.568785,2.185094,-0.179591,0,,
0.101762,0.600364,2.057554,0.168091,0,,
0.079454,0.568785,1.611161,-0.242806,0,,
0.079454,0.631944,2.089439,-0.147983,0,,
0.044399,0.821421,1.993783,-0.242806,0,,
0.057146,0.695103,1.41985,-0.147983,0,,
0.050773,0.947739,2.440176,0.104876,0,,
0.066707,0.758262,2.408291,-0.242806,0,,
0.114509,0.789841,2.34452,0.073268,0,,
0.079454,0.189831,2.248865,-0.021554,0,,
0.111322,0.600364,2.089439,-0.147983,0,,
0.095388,0.568785,2.28075,-0.053161,0,,
0.697695,0.979318,2.153209,0.136483,0,,
0.108135,0.600364,2.21698,-0.084769,0,,
0.098575,0.568785,2.185094,-0.211198,0,,
0.092201,0.568785,2.21698,-0.30602,0,,
0.111322,0.663523,2.440176,-0.147983,0,,
0.13363,0.600364,2.185094,-0.179591,0,,
0.117696,0.758262,2.248865,-0.084769,0,,
0.120883,0.568785,1.930013,-0.242806,0,,
0.238794,6.53731,1.196653,-1.917998,0,,
0.108135,0.726682,2.089439,-0.053161,0,,
0.076267,0.600364,2.121324,-0.211198,0,,
0.044399,0.568785,2.057554,-0.211198,0,,
0.066707,0.726682,2.185094,4.340267,0,,
0.908025,5.021494,1.961898,-0.242806,0,,
0.060333,1.010898,2.440176,0.073268,0,,
0.092201,0.821421,2.312635,0.073268,0,,
0.108135,1.042477,2.312635,0.168091,0,,
0.120883,0.758262,2.503946,0.104876,0,,
-0.067139,0.410887,1.961898,-0.179591,0,,
0.140003,0.663523,2.121324,-0.242806,0,,
0.114509,0.726682,2.34452,-0.179591,0,,
0.098575,0.537205,2.121324,-0.242806,0,,
-0.000216,2.053021,2.248865,-0.211198,0,,
0.127256,0.600364,1.706816,-0.147983,0,,
0.13363,0.821421,5.150418,-0.116376,0,,
0.162311,0.663523,1.961898,-0.147983,0,,
0.108135,0.537205,2.34452,-0.495665,0,,
0.124069,0.631944,2.153209,-0.147983,0,,
0.092201,0.568785,2.089439,-0.179591,0,,
0.050773,0.505626,3.460502,-0.179591,0,,
0.305717,3.000406,3.14165,0.642202,0,,
0.079454,0.663523,2.089439,-0.116376,0,,
0.041212,0.600364,1.993783,-0.179591,0,,
0.025278,0.726682,2.21698,0.199698,0,,
0.060333,0.979318,2.472061,0.073268,0,,
0.079454,0.853,2.408291,0.073268,0,,
0.108135,0.789841,2.21698,0.073268,0,,
0.111322,1.042477,1.930013,0.010054,0,,
1.045057,0.821421,2.057554,-0.242806,0,,
0.14319,0.631944,2.089439,-0.116376,0,,
0.095388,0.568785,2.057554,-0.147983,0,,
0.114509,0.631944,2.312635,-0.179591,0,,
-0.092634,0.410887,2.248865,-0.464057,0,,
0.108135,0.537205,2.312635,-0.179591,0,,
0.136817,0.853,2.567717,3.044364,0,,
0.194179,0.663523,2.089439,-0.179591,0,,
0.130443,0.600364,2.153209,-0.179591,0,,
0.101762,0.631944,2.153209,-0.179591,0,,
