MigVolatge,MigCurrent,TigVolatge,TigCurrent,Encoder
0.076267,-0.094385,1.993783,-0.211198,0
0.095388,0.189831,2.153209,-0.147983,0
0.149564,0.158251,2.248865,-0.147983,0
-0.169117,5.810982,6.872219,-0.116376,0
0.060333,0.095092,2.376406,-0.147983,0
0.089014,0.126672,2.057554,-0.179591,0
0.104948,0.063513,2.248865,-0.211198,0
0.114509,0.063513,2.185094,-0.211198,0
0.095388,0.063513,2.28075,-0.211198,0
0.085828,0.095092,2.121324,-0.242806,0
0.022091,6.284674,1.993783,-0.400843,0
0.047586,0.095092,2.185094,-0.242806,0
0.025278,0.063513,2.057554,-0.242806,0
0.022091,0.442467,2.025668,-0.242806,0
0.002971,0.347728,2.057554,-0.084769,0
0.028465,0.410887,2.503946,0.010054,0
0.092201,0.284569,2.312635,-0.021554,0
0.13363,0.316149,2.34452,-0.053161,0
0.079454,-0.157544,2.21698,-0.116376,0
0.076267,-0.031226,2.057554,-0.179591,0
0.057146,1.105636,2.121324,-0.211198,0
0.104948,0.063513,2.121324,-0.179591,0
0.082641,-0.031226,1.802472,-0.147983,0
0.101762,0.031933,2.153209,-0.337628,0
0.060333,0.126672,2.34452,-0.179591,0
0.120883,0.095092,2.21698,-0.116376,0
0.098575,0.031933,2.21698,-0.211198,0
0.089014,3.916212,2.121324,-0.211198,0
