MigVolatge,MigCurrent,TigVolatge,TigCurrent,Encoder,,,
0.025278,1.200375,2.376406,0.073268,0,,,
0.095388,1.200375,2.376406,0.199698,0,,,
1.025937,1.295113,2.057554,-0.211198,0,,,
0.104948,1.074057,2.185094,-0.021554,0,,,
0.117696,0.947739,2.153209,-0.116376,0,,,
0.079454,0.821421,1.866242,-0.685309,0,,,
0.089014,1.010898,2.34452,-0.116376,0,,,
0.085828,0.853,2.312635,-0.211198,0,,,
0.098575,0.916159,2.248865,-0.242806,0,,,
0.104948,0.979318,2.376406,-0.179591,0,,,
0.124069,0.947739,2.185094,-0.147983,0,,,
0.104948,0.853,2.185094,-0.211198,0,,,
0.092201,0.947739,2.153209,-0.147983,0,,,
0.082641,0.947739,2.185094,-0.242806,0,,,
0.104948,0.979318,2.057554,-0.179591,0,,,
0.057146,0.88458,2.153209,-0.211198,0,,,
0.057146,0.947739,1.993783,-0.179591,0,,,
0.025278,0.758262,4.73591,-0.211198,0,,,
0.057146,1.010898,2.089439,-0.242806,0,,,
0.069894,1.200375,2.28075,0.010054,0,,,
0.079454,1.231954,2.312635,0.073268,0,,,
0.060333,1.137216,3.715584,0.104876,0,,,
0.120883,1.168795,2.312635,2.72829,0,,,
0.098575,0.979318,3.460502,0.041661,0,,,
0.120883,1.010898,2.21698,-0.211198,0,,,
0.098575,2.558293,1.993783,-0.30602,0,,,
0.092201,1.010898,2.248865,-0.337628,0,,,
0.101762,0.979318,2.057554,-0.622094,0,,,
0.101762,0.853,1.579276,-0.211198,0,,,
0.104948,1.010898,2.248865,-0.242806,0,,,
0.152751,1.042477,2.248865,-0.084769,0,,,
0.098575,0.821421,2.248865,0.357735,0,,,
0.461871,6.095197,1.961898,-1.15942,0,,,
0.127256,0.947739,2.248865,-0.179591,0,,,
0.092201,0.947739,2.057554,-0.242806,0,,,
0.095388,0.88458,3.460502,-0.211198,0,,,
0.079454,1.042477,2.153209,-0.242806,0,,,
0.130443,1.579329,2.057554,-1.380672,0,,,
0.057146,1.042477,2.057554,-0.147983,0,,,
0.060333,1.168795,2.408291,-0.021554,0,,,
0.06352,1.263534,2.376406,0.010054,0,,,
0.098575,1.168795,2.34452,0.073268,0,,,
0.120883,0.88458,2.408291,0.104876,0,,,
0.085828,0.947739,2.153209,-0.116376,0,,,
0.089014,0.947739,2.21698,-0.179591,0,,,
0.098575,0.916159,2.089439,-0.147983,0,,,
0.108135,0.979318,2.153209,-0.337628,0,,,
0.136817,0.853,1.898128,-0.179591,0,,,
0.104948,0.821421,2.21698,-0.084769,0,,,
0.241981,-0.125964,6.2664,1.305957,0,,,
0.117696,0.88458,2.121324,-0.116376,0,,,
0.111322,0.821421,2.408291,0.231305,0,,,
0.117696,1.105636,3.683699,-0.179591,0,,,
0.057146,0.789841,1.993783,-0.369235,0,,,
